Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,
FDW56,7.68,Low Fat,0.07,Fruits and Vegetables,192,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDH09,12.6,Low Fat,0.06,Seafood,51,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA52,NA,Regular,0.22,Frozen Foods,176,OUT019,1985,Small,Tier 1,Grocery Store,
FDF20,NA,Low Fat,0.06,Fruits and Vegetables,198,OUT019,1985,Small,Tier 1,Grocery Store,
FDE40,15.6,Regular,0.10,Dairy,61,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCU17,5.32,Low Fat,0.09,Health and Hygiene,100,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCP14,8.275,Low Fat,0.11,Household,106,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDN25,NA,Regular,0.06,Breakfast,56,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU39,18.85,Low Fat,0.04,Meat,59,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCM05,6.825,Low Fat,0.06,Health and Hygiene,265,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDU07,11.1,Low Fat,0.06,Fruits and Vegetables,150,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDF28,15.7,Regular,0.04,Frozen Foods,126,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDR57,5.675,Regular,0.02,Snack Foods,159,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDJ33,8.895,Regular,0.09,Snack Foods,123,OUT013,1987,High,Tier 3,Supermarket Type1,
DRH23,14.65,Low Fat,0.17,Hard Drinks,56,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ52,17,Low Fat,0.12,Frozen Foods,249,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRK13,11.8,Low Fat,0.12,Soft Drinks,197,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDP09,19.75,Low Fat,0.03,Snack Foods,212,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDR08,NA,Low Fat,0.00,Fruits and Vegetables,109,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDV50,14.3,Low Fat,0.12,Dairy,122,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDT13,14.85,Low Fat,0.02,Canned,190,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDJ27,NA,Regular,0.12,Meat,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDH21,10.395,Low Fat,0.03,Seafood,157,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDW14,NA,Regular,0.04,Dairy,88,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL52,6.635,Regular,0.05,Frozen Foods,39,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDW28,18.25,Low Fat,0.09,Frozen Foods,197,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDL40,17.7,Low Fat,0.01,Frozen Foods,97,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE24,14.85,Low Fat,0.09,Baking Goods,142,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDX35,5.035,Regular,0.08,Breads,228,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDP46,15.35,Low Fat,0.08,Snack Foods,88,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDX56,17.1,Regular,0.07,Fruits and Vegetables,206,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDQ45,9.5,Regular,0.01,Snack Foods,185,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDK50,NA,Low Fat,0.03,Canned,161,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDY26,20.6,Regular,0.03,Dairy,211,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDQ09,7.235,Low Fat,0.06,Snack Foods,114,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN39,19.35,Regular,0.00,Meat,169,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDP13,8.1,Regular,0.14,Canned,41,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDR51,9.035,Regular,0.00,Meat,150,OUT013,1987,High,Tier 3,Supermarket Type1,
FDZ49,11,Regular,0.22,Canned,219,OUT010,1998,NA,Tier 3,Grocery Store,
FDL28,10,Regular,0.06,Frozen Foods,230,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDZ10,17.85,Low Fat,0.04,Snack Foods,126,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDK38,6.65,Low Fat,0.05,Canned,148,OUT013,1987,High,Tier 3,Supermarket Type1,
DRL49,NA,Low Fat,0.06,Soft Drinks,143,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDR15,9.3,Regular,0.03,Meat,153,OUT013,1987,High,Tier 3,Supermarket Type1,
FDQ24,15.7,Low Fat,0.07,Baking Goods,252,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDD56,15.2,Regular,0.10,Fruits and Vegetables,177,OUT013,1987,High,Tier 3,Supermarket Type1,
NCR42,9.105,Low Fat,0.00,Household,33,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDH52,9.42,Regular,0.04,Frozen Foods,63,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDH57,NA,Low Fat,0.06,Fruits and Vegetables,131,OUT019,1985,Small,Tier 1,Grocery Store,
FDR15,9.3,Regular,0.06,Meat,157,OUT010,1998,NA,Tier 3,Grocery Store,
FDJ34,11.8,Regular,0.09,Snack Foods,125,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDW37,19.2,Low Fat,0.12,Canned,92,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ23,6.55,Low Fat,0.02,Breads,101,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDP34,12.85,Low Fat,0.14,Snack Foods,158,OUT013,1987,High,Tier 3,Supermarket Type1,
FDE04,NA,Regular,0.02,Frozen Foods,181,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDC48,9.195,Low Fat,0.02,Baking Goods,81,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDA47,NA,Regular,0.20,Baking Goods,162,OUT019,1985,Small,Tier 1,Grocery Store,
FDI35,14,Low Fat,0.04,Starchy Foods,180,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCV05,10.1,Low Fat,0.03,Health and Hygiene,156,OUT013,1987,High,Tier 3,Supermarket Type1,
FDR28,13.85,Regular,0.03,Frozen Foods,162,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDH31,12,Regular,0.00,Meat,98,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDP59,NA,Regular,0.10,Breads,104,OUT019,1985,Small,Tier 1,Grocery Store,
FDS19,13.8,Regular,0.06,Fruits and Vegetables,77,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDM60,10.8,Regular,0.05,Baking Goods,41,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDJ44,12.3,Regular,0.11,Fruits and Vegetables,173,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRH51,17.6,Low Fat,0.10,Dairy,87,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRC25,5.73,Low Fat,0.05,Soft Drinks,85,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRE25,15.35,Low Fat,0.07,Soft Drinks,93,OUT013,1987,High,Tier 3,Supermarket Type1,
NCX05,15.2,Low Fat,0.10,Health and Hygiene,115,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDR11,10.5,Regular,0.14,Breads,158,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRP47,15.75,Low Fat,0.14,Hard Drinks,251,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRC49,NA,Low Fat,0.11,Soft Drinks,144,OUT019,1985,Small,Tier 1,Grocery Store,
FDQ47,NA,Regular,0.17,Breads,36,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL20,17.1,Low Fat,0.13,Fruits and Vegetables,111,OUT013,1987,High,Tier 3,Supermarket Type1,
FDM34,19,Low Fat,0.00,Snack Foods,131,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCN55,14.6,Low Fat,0.06,Others,239,OUT013,1987,High,Tier 3,Supermarket Type1,
FDD41,6.765,Regular,0.09,Frozen Foods,104,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDE52,10.395,Regular,0.03,Dairy,90,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCT18,NA,Low Fat,0.10,Household,179,OUT019,1985,Small,Tier 1,Grocery Store,
FDJ32,10.695,Low Fat,0.06,Fruits and Vegetables,60,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE16,8.895,Low Fat,0.03,Frozen Foods,210,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDZ09,17.6,Low Fat,0.11,Snack Foods,163,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRZ11,8.85,Regular,0.11,Soft Drinks,124,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDK41,14.3,Low Fat,0.13,Frozen Foods,87,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE56,17.25,Regular,0.16,Fruits and Vegetables,61,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDH34,8.63,Low Fat,0.03,Snack Foods,186,OUT013,1987,High,Tier 3,Supermarket Type1,
DRI49,14.15,Low Fat,0.18,Soft Drinks,81,OUT013,1987,High,Tier 3,Supermarket Type1,
DRI59,9.5,Low Fat,0.04,Hard Drinks,225,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRC36,13,Regular,0.05,Soft Drinks,174,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDS15,NA,Regular,0.14,Meat,106,OUT019,1985,Small,Tier 1,Grocery Store,
FDI07,12.35,Regular,0.03,Meat,196,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDZ15,13.1,Low Fat,0.02,Dairy,119,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCX41,NA,Low Fat,0.02,Health and Hygiene,211,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCO29,NA,Low Fat,0.06,Health and Hygiene,166,OUT019,1985,Small,Tier 1,Grocery Store,
FDF57,14.5,Regular,0.06,Fruits and Vegetables,168,OUT013,1987,High,Tier 3,Supermarket Type1,
FDI33,16.5,Low Fat,0.03,Snack Foods,91,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRJ47,18.25,Low Fat,0.04,Hard Drinks,172,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDB34,15.25,Low Fat,0.03,Snack Foods,86,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDY22,NA,Regular,0.16,Snack Foods,143,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRL11,10.5,Low Fat,0.05,Hard Drinks,158,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDY46,18.6,Low Fat,0.05,Snack Foods,189,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDG17,6.865,Regular,0.04,Frozen Foods,243,OUT013,1987,High,Tier 3,Supermarket Type1,
FDE52,10.395,Regular,0.00,Dairy,89,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRP47,NA,Low Fat,0.14,Hard Drinks,252,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDO01,21.1,Regular,0.03,Breakfast,128,OUT010,1998,NA,Tier 3,Grocery Store,
FDL09,19.6,Regular,0.13,Snack Foods,170,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDR57,5.675,Regular,0.02,Snack Foods,158,OUT013,1987,High,Tier 3,Supermarket Type1,
DRD37,9.8,Low Fat,0.00,Soft Drinks,48,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ36,NA,Regular,0.16,Baking Goods,39,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL33,7.235,Low Fat,0.10,Snack Foods,197,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDL48,19.35,Regular,0.08,Baking Goods,50,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDL28,10,Regular,0.06,Frozen Foods,231,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCN29,15.2,Low Fat,0.00,Health and Hygiene,48,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDO13,7.865,Low Fat,0.06,Breakfast,166,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDB38,19.5,Regular,0.03,Canned,162,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDI36,12.5,Regular,0.06,Baking Goods,196,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDI58,7.64,Regular,0.07,Snack Foods,91,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDH22,6.405,Low Fat,0.14,Snack Foods,129,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDQ27,5.19,Regular,0.04,Meat,105,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT33,7.81,Regular,0.03,Snack Foods,166,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDC56,7.72,Low Fat,0.12,Fruits and Vegetables,119,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDF14,7.55,low fat,0.03,Canned,155,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDQ39,14.8,Low Fat,0.08,Meat,192,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCM43,14.5,Low Fat,0.02,Others,165,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDS46,17.6,Regular,0.05,Snack Foods,120,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDI22,12.6,Low Fat,0.10,Snack Foods,207,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCE43,12.5,Low Fat,0.10,Household,170,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ36,6.035,Regular,0.11,Baking Goods,186,OUT010,1998,NA,Tier 3,Grocery Store,
FDR13,NA,Regular,0.05,Canned,116,OUT019,1985,Small,Tier 1,Grocery Store,
FDP46,15.35,Low Fat,0.07,Snack Foods,89,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDW56,NA,Low Fat,0.12,Fruits and Vegetables,192,OUT019,1985,Small,Tier 1,Grocery Store,
FDB40,17.5,Regular,0.01,Dairy,146,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDM28,15.7,Low Fat,0.05,Frozen Foods,179,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDV49,10,Low Fat,0.03,Canned,265,OUT013,1987,High,Tier 3,Supermarket Type1,
NCS53,14.5,Low Fat,0.09,Health and Hygiene,157,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDO03,10.395,Regular,0.04,Meat,229,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDT15,12.15,Regular,0.04,Meat,184,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDD33,12.85,Low Fat,0.11,Fruits and Vegetables,231,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDX13,7.725,Low Fat,0.00,Canned,251,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDH60,19.7,Regular,0.08,Baking Goods,197,OUT013,1987,High,Tier 3,Supermarket Type1,
DRH51,17.6,Low Fat,0.10,Dairy,86,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCL07,13.85,Low Fat,0.00,Others,42,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDW51,6.155,Regular,0.09,Meat,214,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDF21,NA,Regular,0.10,Fruits and Vegetables,188,OUT019,1985,Small,Tier 1,Grocery Store,
FDH26,NA,Regular,0.06,Canned,140,OUT019,1985,Small,Tier 1,Grocery Store,
FDJ03,12.35,Regular,0.07,Dairy,50,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU35,6.44,Low Fat,0.08,Breads,98,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRL01,19.5,Regular,0.08,Soft Drinks,232,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE59,12.15,Low Fat,0.06,Starchy Foods,37,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDI60,7.22,Regular,0.04,Baking Goods,64,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRH39,20.7,Low Fat,0.09,Dairy,77,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDK36,7.09,Low Fat,0.01,Baking Goods,49,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDN52,9.395,Regular,0.13,Frozen Foods,85,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDU12,15.5,Regular,0.08,Baking Goods,263,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCT05,NA,Low Fat,0.02,Health and Hygiene,256,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDS37,NA,Low Fat,0.03,Canned,117,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDK24,9.195,Low Fat,0.10,Baking Goods,46,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRF36,16.1,Low Fat,0.02,Soft Drinks,192,OUT013,1987,High,Tier 3,Supermarket Type1,
FDN46,7.21,Regular,0.24,Snack Foods,101,OUT010,1998,NA,Tier 3,Grocery Store,
NCN06,8.39,Low Fat,0.12,Household,162,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDD59,10.5,Regular,0.07,Starchy Foods,81,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDM14,13.8,Low Fat,0.01,Canned,110,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDO10,13.65,Regular,0.00,Snack Foods,56,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU35,6.44,Low Fat,0.08,Breads,98,OUT013,1987,High,Tier 3,Supermarket Type1,
NCA30,19,Low Fat,0.13,Household,189,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCO41,12.5,Low Fat,0.02,Health and Hygiene,97,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDI24,10.3,Low Fat,0.08,Baking Goods,176,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDZ16,16.85,Regular,0.16,Frozen Foods,193,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV47,17.1,Low Fat,0.05,Breads,83,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV16,7.75,Regular,0.00,Frozen Foods,35,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ22,9.395,Low Fat,0.05,Snack Foods,82,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDO20,12.85,Regular,0.25,Fruits and Vegetables,254,OUT010,1998,NA,Tier 3,Grocery Store,
FDW38,5.325,Regular,0.00,Dairy,56,OUT013,1987,High,Tier 3,Supermarket Type1,
FDW52,14,Regular,0.04,Frozen Foods,164,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDT43,NA,Low Fat,0.04,Fruits and Vegetables,51,OUT019,1985,Small,Tier 1,Grocery Store,
NCS29,9,Low Fat,0.07,Health and Hygiene,265,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCC31,8.02,Low Fat,0.02,Household,155,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDA21,13.65,Low Fat,0.00,Snack Foods,187,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ55,13.65,Regular,0.01,Fruits and Vegetables,116,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCE54,20.7,Low Fat,0.03,Household,76,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDD45,8.615,Low Fat,0.00,Fruits and Vegetables,94,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCP17,19.35,Low Fat,0.03,Health and Hygiene,64,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDR47,17.85,Low Fat,0.09,Breads,193,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRM35,9.695,Low Fat,0.07,Hard Drinks,177,OUT013,1987,High,Tier 3,Supermarket Type1,
FDR47,NA,Low Fat,0.15,Breads,194,OUT019,1985,Small,Tier 1,Grocery Store,
FDX19,19.1,Low Fat,0.16,Fruits and Vegetables,234,OUT010,1998,NA,Tier 3,Grocery Store,
FDV22,NA,Regular,0.01,Snack Foods,156,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDQ46,NA,low fat,0.10,Snack Foods,111,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRO47,10.195,low fat,0.11,Hard Drinks,112,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDB44,6.655,Low Fat,0.03,Fruits and Vegetables,211,OUT010,1998,NA,Tier 3,Grocery Store,
FDN02,16.5,Low Fat,0.12,Canned,205,OUT010,1998,NA,Tier 3,Grocery Store,
FDW10,21.2,Low Fat,0.07,Snack Foods,175,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDJ41,NA,Low Fat,0.04,Frozen Foods,263,OUT019,1985,Small,Tier 1,Grocery Store,
FDM50,13,Regular,0.03,Canned,58,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDW10,21.2,Low Fat,0.07,Snack Foods,177,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDY48,14,Low Fat,0.02,Baking Goods,102,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCE30,NA,Low Fat,0.10,Household,213,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDO04,16.6,Low Fat,0.03,Frozen Foods,57,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDQ26,13.5,Regular,0.11,Dairy,58,OUT010,1998,NA,Tier 3,Grocery Store,
NCX29,10,Low Fat,0.09,Health and Hygiene,146,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE39,7.89,Low Fat,0.04,Dairy,118,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCR54,NA,Low Fat,0.09,Household,195,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCP55,NA,Low Fat,0.01,Others,57,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDX22,6.785,Regular,0.02,Snack Foods,211,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDI05,8.35,Regular,0.13,Frozen Foods,74,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDC51,NA,Regular,0.00,Dairy,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDC10,9.8,Regular,0.07,Snack Foods,119,OUT013,1987,High,Tier 3,Supermarket Type1,
FDJ46,11.1,Low Fat,0.00,Snack Foods,174,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDV10,7.645,Regular,0.11,Snack Foods,44,OUT010,1998,NA,Tier 3,Grocery Store,
FDX12,NA,Regular,0.03,Baking Goods,243,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL43,NA,Low Fat,0.05,Meat,78,OUT019,1985,Small,Tier 1,Grocery Store,
DRB13,6.115,Regular,0.01,Soft Drinks,189,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDF59,NA,Low Fat,0.07,Starchy Foods,128,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDT35,19.85,Regular,0.08,Breads,168,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCJ19,18.6,Low Fat,0.12,Others,58,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDT35,19.85,Regular,0.00,Breads,170,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDI48,11.85,Regular,0.06,Baking Goods,50,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRC24,NA,Low Fat,0.04,Soft Drinks,152,OUT019,1985,Small,Tier 1,Grocery Store,
NCZ05,8.485,Low Fat,0.06,Health and Hygiene,103,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDJ57,7.42,Regular,0.02,Seafood,185,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDX11,16,Regular,0.11,Baking Goods,183,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDE09,8.775,Low Fat,0.02,Fruits and Vegetables,111,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCK06,5.03,Low Fat,0.01,Household,120,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRE37,13.5,Low Fat,0.09,Soft Drinks,190,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV56,16.1,Regular,0.01,Fruits and Vegetables,106,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDY43,14.85,Low Fat,0.10,Fruits and Vegetables,167,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV35,19.5,Low Fat,0.13,Breads,154,OUT013,1987,High,Tier 3,Supermarket Type1,
FDF05,NA,Low Fat,0.05,Frozen Foods,262,OUT019,1985,Small,Tier 1,Grocery Store,
FDA36,5.985,Low Fat,0.01,Baking Goods,183,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDS13,NA,Low Fat,0.12,Canned,263,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU47,12.8,Regular,0.11,Breads,142,OUT013,1987,High,Tier 3,Supermarket Type1,
FDI36,12.5,Regular,0.10,Baking Goods,196,OUT010,1998,NA,Tier 3,Grocery Store,
FDH48,13.5,Low Fat,0.06,Baking Goods,86,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDZ14,7.71,Regular,0.05,Dairy,122,OUT013,1987,High,Tier 3,Supermarket Type1,
FDS46,17.6,Regular,0.05,Snack Foods,121,OUT013,1987,High,Tier 3,Supermarket Type1,
FDE21,12.8,Low Fat,0.02,Fruits and Vegetables,118,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDA26,7.855,Regular,0.07,Dairy,221,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDV12,16.7,Regular,0.06,Baking Goods,100,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDL46,NA,Low Fat,0.09,Snack Foods,116,OUT019,1985,Small,Tier 1,Grocery Store,
FDN57,18.25,Low Fat,0.05,Snack Foods,143,OUT013,1987,High,Tier 3,Supermarket Type1,
NCJ18,12.35,Low Fat,0.16,Household,118,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDO36,19.7,Low Fat,0.08,Baking Goods,180,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDX55,15.1,Low Fat,0.06,Fruits and Vegetables,216,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDT25,NA,Low Fat,0.09,Canned,123,OUT019,1985,Small,Tier 1,Grocery Store,
FDD16,20.5,Low Fat,0.04,Frozen Foods,75,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCX18,14.15,Low Fat,0.01,Household,196,OUT013,1987,High,Tier 3,Supermarket Type1,
NCG55,16.25,Low Fat,0.04,Household,115,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCV18,6.775,Low Fat,0.11,Household,83,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCS18,12.65,Low Fat,0.04,Household,108,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDC37,15.5,Low Fat,0.03,Baking Goods,107,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDE47,14.15,Low Fat,0.04,Starchy Foods,124,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRG49,NA,Low Fat,0.12,Soft Drinks,246,OUT019,1985,Small,Tier 1,Grocery Store,
FDC39,7.405,Low Fat,0.00,Dairy,207,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDH24,NA,Low Fat,0.04,Baking Goods,159,OUT019,1985,Small,Tier 1,Grocery Store,
FDV39,NA,Low Fat,0.01,Meat,198,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCL17,7.39,Low Fat,0.07,Health and Hygiene,143,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCY53,20,Low Fat,0.06,Health and Hygiene,113,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDH52,9.42,Regular,0.04,Frozen Foods,63,OUT013,1987,High,Tier 3,Supermarket Type1,
NCD19,8.93,Low Fat,0.01,Household,54,OUT018,2009,Medium,Tier 3,Supermarket Type2,
